"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"J1";"RHDR8W60P0X254_1X8_2082X250X850P";1;"61300811821";;;
2;"C2";"C_0603_1608Metric_Pad1.08x0.95mm_HandSolder";1;"0.1uF";;;
3;"C1";"C_0603_1608Metric_Pad1.08x0.95mm_HandSolder";1;"10uF";;;
4;"U1";"AD5626";1;"AD5626BRMZ";;;
